pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2
HD 202696,c,HD 202696 c,Radial Velocity,2.342,0.034,-0.035,0,0.028,0.065,-0.012,0,1.91,0.09,-0.14,1.864,0.177,-0.227,-1,592.43512,56.25591,-72.14741
HATS-42,b,HATS-42 b,Transit,0.03689,0.00065,-0.00065,0,0.229,0,0,1,1.27,0.07,-0.07,1.88,0.15,-0.15,0,597.5204,47.6745,-47.6745
Qatar-7,b,Qatar-7 b,Transit,0.0352,0.0002,-0.0002,0,0,0,0,0,1.41,0.03,-0.03,1.88,0.25,-0.25,0,597.5204,79.4575,-79.4575
WASP-135,b,WASP-135 b,Transit,0.0243,0.0005,-0.0005,0,0,0,0,0,0.98,0.06,-0.06,1.9,0.08,-0.08,0,603.877,25.4264,-25.4264
TrES-3,b,TrES-3 b,Transit,0.02282,0.00023,-0.0004,0,0,0,0,0,0.93,0.05,0,1.91,0.075,-0.08,0,607.03,23.836,-25.425
KOI-3680,b,KOI-3680 b,Transit,0.534,0.012,-0.03,0,0.496,0.031,-0.031,0,1.01,0.07,-0.16,1.93,0.19,-0.21,0,613.4119,60.3877,-66.7443
HD 82943,c,HD 82943 c,Radial Velocity,0.74345,0.00012,-0.00012,0,0.3663,0.0097,-0.0097,0,1.2,0,0,1.959,0.047,-0.047,0,622.603,14.937,-14.937
HD 202696,b,HD 202696 b,Radial Velocity,1.566,0.016,-0.007,0,0.011,0.078,-0.011,0,1.91,0.09,-0.14,1.996,0.22,-0.1,-1,634.38868,69.9226,-31.783
Kepler-30,c,Kepler-30 c,Transit,0.3,0,0,0,0.0111,0.001,-0.001,0,0.99,0.08,-0.08,2.01,0.16,-0.16,0,640,50,-50
WASP-164,b,WASP-164 b,Transit,0.02818,0.00065,-0.00072,0,0,0,0,0,0.95,0.07,-0.07,2.13,0.12,-0.13,0,676.9779,38.1396,-41.3179
WASP-53,b,WASP-53 b,Transit,0.04101,0.00083,-0.00091,0,0.03,0,0,1,0.84,0.05,-0.05,2.132,0.092,-0.094,0,677.61356,29.24036,-29.87602
HATS-15,b,HATS-15 b,Transit,0.02712,0.00023,-0.00023,0,0.126,0,0,1,0.87,0.02,-0.02,2.17,0.15,-0.15,0,689.6911,47.6745,-47.6745
WASP-87,b,WASP-87 b,Transit,0.02946,0.00075,-0.00075,0,0,0,0,0,1.2,0.09,-0.09,2.18,0.15,-0.15,0,692.8694,47.6745,-47.6745
Kepler-40,b,Kepler-40 b,Transit,0.08,0.003,-0.003,0,0,0,0,0,1.48,0.06,-0.06,2.2,0.4,-0.4,0,699.2,127.1,-127.1
HATS-52,b,HATS-52 b,Transit,0.02498,0.0004,-0.0004,0,0.246,0,0,1,1.11,0.05,-0.05,2.24,0.15,-0.15,0,711.9392,47.6745,-47.6745
CoRoT-21,b,CoRoT-21 b,Transit,0.0417,0.0011,-0.0011,0,0,0,0,0,1.29,0.09,-0.09,2.26,0.31,-0.31,0,718.2958,98.5273,-98.5273
HATS-24,b,HATS-24 b,Transit,0.0238,0.001,-0.001,0,0,0,0,0,1.07,0.03,-0.05,2.26,0.17,-0.17,0,718.2958,54.0311,-54.0311
GJ 876,b,GJ 876 b,Radial Velocity,0.208317,0.00002,-0.00002,0,0.0324,0.0013,-0.0013,0,0.32,0.03,-0.03,2.2756,0.0045,-0.0045,0,723.2235,1.4302,-1.4302
NN Ser,d,NN Ser d,Eclipse Timing Variations,3.43,0.14,-0.14,0,0.19,0.05,-0.05,0,0.54,0,0,2.3,0.5,-0.5,0,731,158.9,-158.9
WASP-192,b,WASP-192 b,Transit,0.0408,0.0008,-0.0008,0,0,0,0,0,1.09,0.06,-0.06,2.3,0.16,-0.16,0,731.009,50.8528,-50.8528
CoRoT-11,b,CoRoT-11 b,Transit,0.0436,0.005,-0.005,0,0,0,0,0,1.27,0.05,-0.05,2.33,0.34,-0.34,0,740.51,108.06,-108.06
Kepler-539,c,Kepler-539 c,Transit Timing Variations,2.42,0.5,-0.51,0,0.5,0.1,-0.1,0,1.05,0.04,-0.04,2.4,1.2,-1.2,0,762.792,381.396,-381.396
CoRoT-17,b,CoRoT-17 b,Transit,0.0461,0.0008,-0.0008,0,0,0,0,0,1.04,0.1,-0.1,2.43,0.3,-0.3,0,772.29,95.34,-95.34
WASP-140,b,WASP-140 b,Transit,0.0323,0.0005,-0.0005,0,0.047,0.0035,-0.0035,0,0.9,0.04,-0.04,2.44,0.07,-0.07,0,775.5052,22.2481,-22.2481
Kepler-17,b,Kepler-17 b,Transit,0.02591,0.00037,-0.00036,0,0.011,0,0,1,1.16,0.06,-0.06,2.45,0.11,-0.11,0,778.65,34.96,-34.96
Qatar-2,b,Qatar-2 b,Transit,0.02153,0.0002,-0.0002,0,0,0,0,0,0.74,0.02,-0.02,2.494,0.054,-0.054,0,792.635,17.162,-17.162
GJ 317,b,GJ 317 b,Radial Velocity,1.15,0.05,-0.05,0,0.11,0.05,-0.05,0,0.42,0.05,-0.05,2.5,0.7,-0.4,0,794.5,222.5,-127.1
Kepler-419,b,Kepler-419 b,Transit,0.37,0.007,-0.006,0,0.833,0.013,-0.013,0,1.39,0.08,-0.07,2.5,0.3,-0.3,0,794.5,95.3,-95.3
TOI 150,b,TOI 150.01,Transit,0.07037,0.00087,-0.00088,0,0.262,0.045,-0.037,0,1.35,0.04,-0.03,2.51,0.12,-0.12,0,797.7533,38.1396,-38.1396
WASP-141,b,WASP-141 b,Transit,0.0469,0.0007,-0.0007,0,0,0,0,0,1.25,0.06,-0.06,2.69,0.15,-0.15,0,854.9627,47.6745,-47.6745
HATS-22,b,HATS-22 b,Transit,0.05025,0.00042,-0.00042,0,0.079,0.026,-0.026,0,0.76,0.02,-0.02,2.74,0.11,-0.11,0,870.8542,34.9613,-34.9613
CoRoT-10,b,CoRoT-10 b,Transit,0.1055,0.0021,-0.0021,0,0.53,0.04,-0.04,0,0.89,0.05,-0.05,2.75,0.16,-0.16,0,874,50.85,-50.85
KELT-16,b,KELT-16 b,Transit,0.02044,0.00024,-0.00026,0,0,0,0,0,1.21,0.04,-0.05,2.75,0.16,-0.15,0,874.0325,50.8528,-47.6745
WASP-158,b,WASP-158 b,Transit,0.0517,0.0018,-0.0018,0,0,0,0,0,1.38,0.14,-0.14,2.79,0.23,-0.23,0,886.7457,73.1009,-73.1009
CoRoT-23,b,CoRoT-23 b,Transit,0.048,0.004,-0.004,0,0.16,0.02,-0.02,0,1.14,0.08,-0.08,2.8,0.3,-0.3,0,889.9,95.3,-95.3
Kepler-433,b,Kepler-433 b,Transit,0.0679,0.0027,-0.0027,0,0.119,0.079,-0.079,0,1.46,0.17,-0.17,2.82,0.52,-0.52,0,896.24,165.26,-165.26
Kepler-434,b,Kepler-434 b,Transit,0.1143,0.003,-0.003,0,0.131,0.072,-0.072,0,1.2,0.09,-0.09,2.86,0.35,-0.35,0,908.96,111.24,-111.24
KELT-9,b,KELT-9 b,Transit,0.03462,0.0011,-0.00093,0,0,0,0,0,2.52,0.25,-0.2,2.88,0.84,-0.84,0,915.3504,266.9772,-266.9772
NGTS-9,b,NGTS-9 b,Transit,0.058,0.003,-0.002,0,0.06,0.076,-0.052,0,1.34,0.05,-0.05,2.9,0.17,-0.17,0,921.707,54.0311,-54.0311
CoRoT-6,b,CoRoT-6 b,Transit,0.0855,0.0015,-0.0015,0,0.1,0,0,1,1.05,0.05,-0.05,2.96,0.34,-0.34,0,940.74,108.06,-108.06
HATS-57,b,HATS-57 b,Transit,0.03493,0.00021,-0.0003,0,0.028,0,0,1,1.03,0.02,-0.03,3.147,0.073,-0.073,0,1000.21101,23.20159,-23.20159
eps Ind A,b,eps Ind A b,Radial Velocity,11.55,0.98,-0.86,0,0.26,0.07,-0.03,0,0.75,0.04,-0.04,3.25,0.39,-0.65,0,1032.9475,123.9537,-206.5895
HATS-16,b,HATS-16 b,Transit,0.03744,0.00045,-0.00045,0,0,0,0,1,0.97,0.04,-0.04,3.27,0.19,-0.19,0,1039.3041,60.3877,-60.3877
HATS-61,b,HATS-61 b,Transit,0.07908,0.00033,-0.00033,0,0.092,0,0,0,1.08,0.01,-0.01,3.4,0.14,-0.14,0,1080.622,44.4962,-44.4962
CoRoT-18,b,CoRoT-18 b,Transit,0.0295,0.0016,-0.0016,0,0.08,0,0,1,0.95,0.15,-0.15,3.47,0.38,-0.38,0,1102.82,120.77,-120.77
CoRoT-2,b,CoRoT-2 b,Transit,0.02798,0.00076,-0.0008,0,0.0143,0.0077,-0.0076,0,0.96,0.08,-0.08,3.47,0.22,-0.22,0,1102.82,69.92,-69.92
HAT-P-69,b,HAT-P-69 b,Transit,0.06555,0.0007,-0.00035,0,0,0,0,0,1.65,0.06,-0.03,3.58,0.58,-0.58,0,1137.8314,184.3414,-184.3414
WASP-173 A,b,WASP-173 A b,Transit,0.0248,0.0006,-0.0006,0,0,0,0,0,1.05,0.08,-0.08,3.69,0.18,-0.18,0,1172.7927,57.2094,-57.2094
MASCARA-1,b,MASCARA-1 b,Transit,0.043,0.005,-0.005,0,0,0,0,0,1.72,0.07,-0.07,3.7,0.9,-0.9,0,1175.971,286.047,-286.047
HD 128311,c,HD 128311 c,Radial Velocity,1.74,0.01,-0.01,0,0.159,0.006,-0.006,0,0.83,0.01,-0.01,3.789,0.924,-0.432,0,1204.25787,293.67492,-137.30256
55 Cnc,d,55 Cnc d,Radial Velocity,5.503,0.03,-0.03,0,0.019,0.013,-0.013,0,0.91,0.01,-0.01,3.878,0.068,-0.068,0,1232.493,21.612,-21.612
KELT-21,b,KELT-21 b,Transit,0.05224,0.00035,-0.00034,0,0,0,0,0,1.46,0.03,-0.03,3.91,0,0,1,1242.7153,0,0
WTS-1,b,WTS-1 b,Transit,0.047,0.001,-0.001,0,0.1,0,0,1,1.2,0.1,-0.1,4.01,0.35,-0.35,0,1274.44,111.24,-111.24
HAT-P-16,b,HAT-P-16 b,Transit,0.0413,0.0004,-0.0004,0,0.036,0.004,-0.004,0,1.22,0.04,-0.04,4.193,0.094,-0.094,0,1332.605,29.875,-29.875
CoRoT-20,b,CoRoT-20 b,Transit,0.09,0.002,-0.002,0,0.59,0.02,-0.02,0,1.14,0.08,-0.08,4.3,0.2,-0.2,0,1366.669,63.566,-63.566
Qatar-3,b,Qatar-3 b,Transit,0.03783,0.00069,-0.00069,0,0,0,0,0,1.15,0.06,-0.06,4.31,0.47,-0.47,0,1369.8473,149.3801,-149.3801
Qatar-5,b,Qatar-5 b,Transit,0.04127,0.00067,-0.00067,0,0,0,0,0,1.13,0.06,-0.06,4.32,0.18,-0.18,0,1373.0256,57.2094,-57.2094
XO-6,b,XO-6 b,Transit,0.0815,0.0077,-0.0077,0,0,0,0,0,1.47,0.06,-0.06,4.4,0,0,1,1398.452,0,0
OGLE-2018-BLG-0740L,b,OGLE-2018-BLG-0740L b,Microlensing,6.1,0.6,-0.6,0,0,0,0,0,1,0.1,-0.1,4.8,0.6,-0.6,0,1525.584,190.698,-190.698
WASP-120,b,WASP-120 b,Transit,0.0514,0.0007,-0.0007,0,0.057,0.022,-0.018,0,1.39,0.06,-0.06,4.85,0.21,-0.21,0,1541.4755,66.7443,-66.7443
KELT-24,b,KELT-24 b,Transit,0.06969,0.00087,-0.00096,0,0.077,0.024,-0.025,0,1.46,0.06,-0.06,5.18,0.21,-0.22,0,1646.3594,66.7443,-69.9226
WASP-162,b,WASP-162 b,Transit,0.0871,0.0013,-0.0013,0,0.434,0.005,-0.005,0,0.95,0.04,-0.04,5.2,0.2,-0.2,0,1652.716,63.566,-63.566
HATS-66,b,HATS-66 b,Transit,0.04714,0.00025,-0.00025,0,0.064,0,0,0,1.41,0.02,-0.02,5.33,0.68,-0.68,0,1694.0339,216.1244,-216.1244
Kepler-432,b,Kepler-432 b,Transit,0.301,0.016,-0.011,0,0.5134,0.0098,-0.0089,0,1.32,0.1,-0.07,5.41,0.32,-0.18,0,1719.4603,101.7056,-57.2094
TOI 172,b,TOI 172 b,Transit,0.0914,0.0017,-0.0017,0,0.3806,0.0093,-0.009,0,1.13,0.07,-0.06,5.42,0.22,-0.2,0,1722.6386,69.9226,-63.566
Kepler-1658,b,Kepler-1658 b,Transit,0.0544,0.0007,-0.0007,0,0.0628,0.0197,-0.0185,0,1.45,0.06,-0.06,5.88,0.47,-0.46,0,1868.8404,149.3801,-146.2018
WASP-89,b,WASP-89 b,Transit,0.0427,0.0012,-0.0012,0,0.193,0.009,-0.009,0,0.92,0.08,-0.08,5.9,0.4,-0.4,0,1875.197,127.132,-127.132
Qatar-4,b,Qatar-4 b,Transit,0.02803,0.00048,-0.00048,0,0,0,0,0,0.9,0.05,-0.05,6.1,0.54,-0.54,0,1938.763,171.6282,-171.6282
UZ For,b,UZ For b,Eclipse Timing Variations,5.9,1.4,-1.4,0,0.04,0.05,-0.05,0,0.7,0,0,6.3,1.5,-1.5,-1,2002.2,476.7,-476.7
HAT-P-70,b,HAT-P-70 b,Transit,0.04739,0.00031,-0.00106,0,0,0,0,0,1.89,0.01,-0.01,6.78,0,0,0,2154.8874,0,0
HAT-P-20,b,HAT-P-20 b,Transit,0.0361,0.0005,-0.0005,0,0.015,0.005,-0.005,0,0.76,0.03,-0.03,7.246,0.187,-0.187,0,2302.899,59.432,-59.432
Kepler-419,c,Kepler-419 c,Transit Timing Variations,1.68,0.03,-0.03,0,0.184,0.002,-0.002,0,1.39,0.08,-0.07,7.3,0.4,-0.4,0,2320.1,127.1,-127.1
NN Ser,c,NN Ser c,Eclipse Timing Variations,5.35,0.06,-0.06,0,0.08,0.05,-0.05,0,0.54,0,0,7.33,0.31,-0.31,0,2329.6,98.52,-98.52
CoRoT-14,b,CoRoT-14 b,Transit,0.027,0.002,-0.002,0,0,0,0,0,1.13,0.09,-0.09,7.6,0.6,-0.6,0,2415.4,190.7,-190.7
KIC 5095269,b,KIC 5095269 b,Eclipse Timing Variations,0.8,0.005,-0.005,0,0.0603,0.0021,-0.0021,0,1.21,0,0,7.693,0.054,-0.054,0,2445.06619,17.16282,-17.16282
UZ For,c,UZ For c,Eclipse Timing Variations,2.8,0.5,-0.5,0,0.05,0.05,-0.05,0,0.7,0,0,7.7,1.2,-1.2,-1,2447.2,381.4,-381.4
bet Pic,c,bet Pic c,Radial Velocity,2.7,0,0,0,0.24,0,0,0,1.76,0.18,-0.17,9,0,0,0,2860.47,0,0
KOI-13,b,KOI-13 b,Transit,0.03641,0.00087,-0.00087,0,0.00064,0.00012,-0.00016,0,1.72,0.1,-0.1,9.28,0.16,-0.16,0,2949.4624,50.8528,-50.8528
HATS-41,b,HATS-41 b,Transit,0.0583,0.0015,-0.001,0,0.38,0.11,-0.11,0,1.5,0.12,-0.08,9.7,1.6,-1.6,0,3082.951,508.528,-508.528
Kepler-75,b,Kepler-75 b,Transit,0.0818,0.0012,-0.0012,0,0.57,0.01,-0.01,0,0.91,0.04,-0.04,10.1,0.4,-0.4,0,3209.9,127.1,-127.1
CoRoT-27,b,CoRoT-27 b,Transit,0.0476,0.0066,-0.0066,0,0.065,0,0,1,1.05,0.11,-0.11,10.39,0.55,-0.55,0,3302.11,174.8,-174.8
HATS-70,b,HATS-70 b,Transit,0.03632,0.00074,-0.00087,0,0.18,0,0,1,1.78,0.12,-0.12,12.9,1.8,-1.6,0,4100.007,572.094,-508.528
EPIC 248847494,b,EPIC 248847494 b,Transit,4.5,1,-1,0,0,0,0,0,0.9,0.09,-0.09,13,0,0,1,4131.79,0,0
HD 202206,c,HD 202206 c,Radial Velocity,2.41,0,0,0,0.22,0.03,-0.03,0,1.27,0.12,-0.12,17.9,2.9,-1.8,0,5689.157,921.707,-572.094
Kepler-39,b,Kepler-39 b,Transit,0.164,0.003,-0.003,0,0.112,0.057,-0.057,0,1.29,0.06,-0.07,20.1,1.3,-1.3,0,6388.1,413.2,-381.4
KOI-12,c,Kepler-448 c,Transit Timing Variations,4.2,2.4,-0.9,0,0.65,0.13,-0.09,0,1.5,0.1,-0.1,22,7,-5,0,6992.26,2224.81,-1589.15
nu Oph,b,nu Oph b,Radial Velocity,1.79,0,0,0,0.124,0.003,-0.003,0,2.7,0.2,-0.2,22.206,0,0,0,7057.73298,0,0
nu Oph,c,nu Oph c,Radial Velocity,5.931,0,0,0,0.18,0.006,-0.006,0,2.7,0.2,-0.2,24.662,0,0,0,7838.32346,0,0
KELT-1,b,KELT-1 b,Transit,0.02466,0.00016,-0.00016,0,0.0099,0.01,-0.0069,0,1.32,0.03,0,27.23,0.5,-0.48,0,8654.15,158.908,-152.552
DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,Astrometry,0.36,0.01,-0.01,0,0.345,0.068,-0.064,0,0.07,0.01,-0.01,28.5,1.9,-1.9,0,9057.77,603.85,-603.85
